,background_path,full_caps,image_path,linguistic_features,oversized,paddle_text,pytesseract_text,skew_angle,unskewed_image_path,unskewed_text
0,/home/atogni/_projects/CRAFT-pytorch/exxon_output/CY9MkcNOuHg_0/CY9MkcNOuHg_0_background.png,['DESTINATION:NETZERO'],/home/atogni/_projects/CRAFT-pytorch/exxon_output/CY9MkcNOuHg_0/CY9MkcNOuHg_0.png,"{'full': [{'token_0': ' ', 'pos': 'SPACE', 'label': 'dep', 'lemma': ' '}, {'token_1': 'DESTINATION', 'pos': 'NOUN', 'label': 'npadvmod', 'lemma': 'destination'}, {'token_2': ':', 'pos': 'PUNCT', 'label': 'punct', 'lemma': ':'}, {'token_3': 'NETZERO', 'pos': 'PROPN', 'label': 'npadvmod', 'lemma': 'NETZERO'}, {'token_4': 'How', 'pos': 'SCONJ', 'label': 'advmod', 'lemma': 'how'}, {'token_5': 'can', 'pos': 'AUX', 'label': 'aux', 'lemma': 'can'}, {'token_6': 'we', 'pos': 'PRON', 'label': 'nsubj', 'lemma': 'we'}, {'token_7': 'get', 'pos': 'VERB', 'label': 'ROOT', 'lemma': 'get'}, {'token_8': 'there', 'pos': 'ADV', 'label': 'advmod', 'lemma': 'there'}, {'token_9': '?', 'pos': 'PUNCT', 'label': 'punct', 'lemma': '?'}], 'noun_chunks': [we]}",[],DESTINATION:NETZERO How can we get there?,,-0.0,/home/atogni/_projects/CRAFT-pytorch/exxon_output/CY9MkcNOuHg_0/CY9MkcNOuHg_0_unskewed.png,
