,background_path,full_caps,image_path,linguistic_features,oversized,paddle_text,pytesseract_text,skew_angle,unskewed_image_path,unskewed_text
0,/home/atogni/Desktop/ocr_gradient/craft_model/output/Cb8fMmqFr6u/Cb8fMmqFr6u_background (1).png,[],/home/atogni/Desktop/ocr_gradient/craft_model/output/Cb8fMmqFr6u/Cb8fMmqFr6u (1).png,"{'full': [{'token_0': 'The', 'pos': 'DET', 'label': 'det', 'lemma': 'the'}, {'token_1': 'challenges', 'pos': 'NOUN', 'label': 'nsubj', 'lemma': 'challenge'}, {'token_2': 'of', 'pos': 'ADP', 'label': 'prep', 'lemma': 'of'}, {'token_3': 'today', 'pos': 'NOUN', 'label': 'pobj', 'lemma': 'today'}, {'token_4': 'drive', 'pos': 'VERB', 'label': 'ROOT', 'lemma': 'drive'}, {'token_5': 'us', 'pos': 'PRON', 'label': 'dobj', 'lemma': 'we'}, {'token_6': 'to', 'pos': 'ADP', 'label': 'prep', 'lemma': 'to'}, {'token_7': 'the', 'pos': 'DET', 'label': 'det', 'lemma': 'the'}, {'token_8': 'innovations', 'pos': 'NOUN', 'label': 'pobj', 'lemma': 'innovation'}, {'token_9': 'oftomorrow', 'pos': 'NOUN', 'label': 'npadvmod', 'lemma': 'oftomorrow'}], 'noun_chunks': [The challenges, today, us, the innovations]}",['Masi'],The challenges of today drive us to the innovations oftomorrow,,0.0,/home/atogni/Desktop/ocr_gradient/craft_model/output/Cb8fMmqFr6u/Cb8fMmqFr6u (1)_unskewed.png,
