,full_caps,image_path,linguistic_features,oversized,paddle_text,pytesseract_text,skew_angle,unskewed_image_path,unskewed_text
0,[],/home/atogni/Desktop/ocr_gradient/craft_model/output/Ca-GHMas63y/Ca-GHMas63y.png,"{'full': [{'token_0': 'We', 'pos': 'PRON', 'label': 'nsubj', 'lemma': 'we'}, {'token_1': 'support', 'pos': 'VERB', 'label': 'ROOT', 'lemma': 'support'}, {'token_2': 'a', 'pos': 'DET', 'label': 'det', 'lemma': 'a'}, {'token_3': 'more', 'pos': 'ADV', 'label': 'advmod', 'lemma': 'more'}, {'token_4': 'circular', 'pos': 'ADJ', 'label': 'amod', 'lemma': 'circular'}, {'token_5': 'economy', 'pos': 'NOUN', 'label': 'dobj', 'lemma': 'economy'}, {'token_6': 'for', 'pos': 'ADP', 'label': 'prep', 'lemma': 'for'}, {'token_7': 'plastics', 'pos': 'NOUN', 'label': 'pobj', 'lemma': 'plastic'}, {'token_8': 'and', 'pos': 'CCONJ', 'label': 'cc', 'lemma': 'and'}, {'token_9': 'policies', 'pos': 'NOUN', 'label': 'conj', 'lemma': 'policy'}, {'token_10': 'that', 'pos': 'PRON', 'label': 'nsubj', 'lemma': 'that'}, {'token_11': 'enable', 'pos': 'VERB', 'label': 'relcl', 'lemma': 'enable'}, {'token_12': 'a', 'pos': 'DET', 'label': 'det', 'lemma': 'a'}, {'token_13': 'range', 'pos': 'NOUN', 'label': 'dobj', 'lemma': 'range'}, {'token_14': 'of', 'pos': 'ADP', 'label': 'prep', 'lemma': 'of'}, {'token_15': 'technology', 'pos': 'NOUN', 'label': 'compound', 'lemma': 'technology'}, {'token_16': 'solutions', 'pos': 'NOUN', 'label': 'pobj', 'lemma': 'solution'}, {'token_17': ',', 'pos': 'PUNCT', 'label': 'punct', 'lemma': ','}, {'token_18': 'including', 'pos': 'VERB', 'label': 'prep', 'lemma': 'include'}, {'token_19': 'advanced', 'pos': 'ADJ', 'label': 'amod', 'lemma': 'advanced'}, {'token_20': 'recycling', 'pos': 'NOUN', 'label': 'pobj', 'lemma': 'recycling'}, {'token_21': '.', 'pos': 'PUNCT', 'label': 'punct', 'lemma': '.'}], 'noun_chunks': [We, a more circular economy, plastics, policies, that, a range, technology solutions, advanced recycling]}","['support', 'plastics', 'policies', 'technology', 'solutions', 'including']","We support a more circular economy for plastics and policies that enable a range of technology solutions, including advanced recycling.","We support a more circular economy for plastics and policies that enable a range of technology solutions, including advanced recycling.",0.0,/home/atogni/Desktop/ocr_gradient/craft_model/output/Ca-GHMas63y/Ca-GHMas63y_unskewed.png,
